,Event,Year,Gender,Position,Medal,Athlete,NOC,Time,Distance
1669,Triple Jump,2016,M,2,Silver,Will Claye,USA,NaN,17.76
1670,Triple Jump,2016,M,3,Bronze,Dong Bin,CHN,NaN,17.58
1671,Shot Put,2016,M,1,Gold,Ryan Crouser,USA,NaN,22.52
1672,Shot Put,2016,M,2,Silver,Joe Kovacs,USA,NaN,21.78
1673,Shot Put,2016,M,3,Bronze,Tom Walsh,NZL,NaN,21.36
1674,Discus Throw,2016,M,1,Gold,Christoph Harting,GER,NaN,68.37
1675,Discus Throw,2016,M,2,Silver,Piotr MaÅachowski,POL,NaN,67.55
1676,Discus Throw,2016,M,3,Bronze,Daniel Jasinski,GER,NaN,67.05
1677,Hammer Throw,2016,M,1,Gold,Dilshod Nazarov,TJK,NaN,78.68
1678,Hammer Throw,2016,M,2,Silver,Ivan Tsikan,BLR,NaN,77.79
1679,Hammer Throw,2016,M,3,Bronze,Wojciech Nowicki,POL,NaN,77.73
1680,Javelin Throw,2016,M,1,Gold,Thomas RÃ¶hler,GER,NaN,90.30
1681,Javelin Throw,2016,M,2,Silver,Julius Yego,KEN,NaN,88.24
1682,Javelin Throw,2016,M,3,Bronze,Keshorn Walcott,TTO,NaN,85.38
1683,100 metres,2016,F,1,Gold,Elaine Thompson,JAM,10.71,NaN
1684,100 metres,2016,F,2,Silver,Tori Bowie,USA,10.83,NaN
1685,100 metres,2016,F,3,Bronze,Shelly-Ann Fraser-Pryce,JAM,10.86,NaN
1686,200 metres,2016,F,1,Gold,Elaine Thompson,JAM,21.78,NaN
1687,200 metres,2016,F,2,Silver,Dafne Schippers,NED,21.88,NaN
1688,200 metres,2016,F,3,Bronze,Tori Bowie,USA,22.15,NaN
1689,400 metres,2016,F,1,Gold,Shaunae Miller-Uibo,BAH,49.44,NaN
1690,400 metres,2016,F,2,Silver,Allyson Felix,USA,49.51,NaN
1691,400 metres,2016,F,3,Bronze,Shericka Jackson,JAM,49.85,NaN
1692,800 metres,2016,F,1,Gold,Caster Semenya,RSA,115.28,NaN
1693,800 metres,2016,F,2,Silver,Francine Niyonsaba,BDI,116.49000000000001,NaN
1694,800 metres,2016,F,3,Bronze,Margaret Wambui,KEN,116.89,NaN
1695,"1,500 metres",2016,F,1,Gold,Faith Kibiegon,KEN,248.92,NaN
1696,"1,500 metres",2016,F,2,Silver,Genzebe Dibaba,ETH,250.27,NaN
1697,"1,500 metres",2016,F,3,Bronze,Jenny Simpson,USA,250.53,NaN
1698,"5,000 metres",2016,F,1,Gold,Vivian Cheruiyot,KEN,866.17,NaN
1699,"5,000 metres",2016,F,2,Silver,Hellen Obiri,KEN,869.77,NaN
1700,"5,000 metres",2016,F,3,Bronze,Almaz Ayana,ETH,873.59,NaN
1701,"10,000 metres",2016,F,1,Gold,Almaz Ayana,ETH,NaN,NaN
1702,"10,000 metres",2016,F,2,Silver,Vivian Cheruiyot,KEN,NaN,NaN
1703,"10,000 metres",2016,F,3,Bronze,Tirunesh Dibaba,ETH,NaN,NaN
1704,Marathon,2016,F,1,Gold,Jemima Sumgong,KEN,8644.0,NaN
1705,Marathon,2016,F,2,Silver,Eunice Kirwa,BRN,8653.0,NaN
1706,Marathon,2016,F,3,Bronze,Mare Dibaba,ETH,8670.0,NaN
1707,Long Jump,2016,F,1,Gold,Tianna Bartoletta,USA,NaN,7.17
1708,Long Jump,2016,F,2,Silver,Brittney Reese,USA,NaN,7.15
1709,Long Jump,2016,F,3,Bronze,Ivana Å panoviÄ,SRB,NaN,7.08
1710,Triple Jump,2016,F,1,Gold,Caterine IbargÃ¼en,COL,NaN,15.17
1711,Triple Jump,2016,F,2,Silver,Yulimar Rojas,VEN,NaN,14.98
1712,Triple Jump,2016,F,3,Bronze,Olga Rypakova,KAZ,NaN,14.74
1713,Shot Put,2016,F,1,Gold,Michelle Carter,USA,NaN,20.63
1714,Shot Put,2016,F,2,Silver,Valerie Adams,NZL,NaN,20.42
1715,Shot Put,2016,F,3,Bronze,Anita MÃ¡rton,HUN,NaN,19.87
1716,Discus Throw,2016,F,1,Gold,Sandra PerkoviÄ,CRO,NaN,69.21
1717,Discus Throw,2016,F,2,Silver,MÃ©lina Robert-Michon,FRA,NaN,66.73
1718,Discus Throw,2016,F,3,Bronze,Denia Caballero,CUB,NaN,65.34
1719,Hammer Throw,2016,F,1,Gold,Anita WÅodarczyk,POL,NaN,82.29
1720,Hammer Throw,2016,F,2,Silver,Zhang Wenxiu,CHN,NaN,76.75
1721,Hammer Throw,2016,F,3,Bronze,Sophie Hitchon,GBR,NaN,74.54
1722,Javelin Throw,2016,F,1,Gold,Sara Kolak,CRO,NaN,66.18
1723,Javelin Throw,2016,F,2,Silver,Sunette Viljoen,RSA,NaN,64.92
1724,Javelin Throw,2016,F,3,Bronze,Barbora Å potÃ¡kovÃ¡,CZE,NaN,64.80
1725,100 metres,1916,M,1,Gold,NaN,NaN,NaN,NaN
1726,100 metres,1916,F,1,Gold,NaN,NaN,NaN,NaN
1727,200 metres,1916,M,1,Gold,NaN,NaN,NaN,NaN
1728,200 metres,1916,F,1,Gold,NaN,NaN,NaN,NaN
1729,400 metres,1916,M,1,Gold,NaN,NaN,NaN,NaN
1730,400 metres,1916,F,1,Gold,NaN,NaN,NaN,NaN
1731,800 metres,1916,M,1,Gold,NaN,NaN,NaN,NaN
1732,800 metres,1916,F,1,Gold,NaN,NaN,NaN,NaN
1733,"1,500 metres",1916,M,1,Gold,NaN,NaN,NaN,NaN
1734,"1,500 metres",1916,F,1,Gold,NaN,NaN,NaN,NaN
1735,"5,000 metres",1916,M,1,Gold,NaN,NaN,NaN,NaN
1736,"5,000 metres",1916,F,1,Gold,NaN,NaN,NaN,NaN
1737,"10,000 metres",1916,M,1,Gold,NaN,NaN,NaN,NaN
1738,"10,000 metres",1916,F,1,Gold,NaN,NaN,NaN,NaN
1739,Marathon,1916,M,1,Gold,NaN,NaN,NaN,NaN
1740,Marathon,1916,F,1,Gold,NaN,NaN,NaN,NaN
1741,Long Jump,1916,M,1,Gold,NaN,NaN,NaN,NaN
1742,Long Jump,1916,F,1,Gold,NaN,NaN,NaN,NaN
1743,Triple Jump,1916,M,1,Gold,NaN,NaN,NaN,NaN
1744,Triple Jump,1916,F,1,Gold,NaN,NaN,NaN,NaN
1745,Shot Put,1916,M,1,Gold,NaN,NaN,NaN,NaN
1746,Shot Put,1916,F,1,Gold,NaN,NaN,NaN,NaN
1747,Discus Throw,1916,M,1,Gold,NaN,NaN,NaN,NaN
1748,Discus Throw,1916,F,1,Gold,NaN,NaN,NaN,NaN
1749,Hammer Throw,1916,M,1,Gold,NaN,NaN,NaN,NaN
1750,Hammer Throw,1916,F,1,Gold,NaN,NaN,NaN,NaN
1751,Javelin Throw,1916,M,1,Gold,NaN,NaN,NaN,NaN
1752,Javelin Throw,1916,F,1,Gold,NaN,NaN,NaN,NaN
1753,100 metres,1940,M,1,Gold,NaN,NaN,NaN,NaN
1754,100 metres,1940,F,1,Gold,NaN,NaN,NaN,NaN
1755,200 metres,1940,M,1,Gold,NaN,NaN,NaN,NaN
1756,200 metres,1940,F,1,Gold,NaN,NaN,NaN,NaN
1757,400 metres,1940,M,1,Gold,NaN,NaN,NaN,NaN
1758,400 metres,1940,F,1,Gold,NaN,NaN,NaN,NaN
1759,800 metres,1940,M,1,Gold,NaN,NaN,NaN,NaN
1760,800 metres,1940,F,1,Gold,NaN,NaN,NaN,NaN
1761,"1,500 metres",1940,M,1,Gold,NaN,NaN,NaN,NaN
1762,"1,500 metres",1940,F,1,Gold,NaN,NaN,NaN,NaN
1763,"5,000 metres",1940,M,1,Gold,NaN,NaN,NaN,NaN
1764,"5,000 metres",1940,F,1,Gold,NaN,NaN,NaN,NaN
1765,"10,000 metres",1940,M,1,Gold,NaN,NaN,NaN,NaN
1766,"10,000 metres",1940,F,1,Gold,NaN,NaN,NaN,NaN
1767,Marathon,1940,M,1,Gold,NaN,NaN,NaN,NaN
1768,Marathon,1940,F,1,Gold,NaN,NaN,NaN,NaN
1769,Long Jump,1940,M,1,Gold,NaN,NaN,NaN,NaN
1770,Long Jump,1940,F,1,Gold,NaN,NaN,NaN,NaN
1771,Triple Jump,1940,M,1,Gold,NaN,NaN,NaN,NaN
1772,Triple Jump,1940,F,1,Gold,NaN,NaN,NaN,NaN
1773,Shot Put,1940,M,1,Gold,NaN,NaN,NaN,NaN
1774,Shot Put,1940,F,1,Gold,NaN,NaN,NaN,NaN
1775,Discus Throw,1940,M,1,Gold,NaN,NaN,NaN,NaN
1776,Discus Throw,1940,F,1,Gold,NaN,NaN,NaN,NaN
1777,Hammer Throw,1940,M,1,Gold,NaN,NaN,NaN,NaN
1778,Hammer Throw,1940,F,1,Gold,NaN,NaN,NaN,NaN
1779,Javelin Throw,1940,M,1,Gold,NaN,NaN,NaN,NaN
1780,Javelin Throw,1940,F,1,Gold,NaN,NaN,NaN,NaN
1781,100 metres,1944,M,1,Gold,NaN,NaN,NaN,NaN
1782,100 metres,1944,F,1,Gold,NaN,NaN,NaN,NaN
1783,200 metres,1944,M,1,Gold,NaN,NaN,NaN,NaN
1784,200 metres,1944,F,1,Gold,NaN,NaN,NaN,NaN
1785,400 metres,1944,M,1,Gold,NaN,NaN,NaN,NaN
1786,400 metres,1944,F,1,Gold,NaN,NaN,NaN,NaN
1787,800 metres,1944,M,1,Gold,NaN,NaN,NaN,NaN
1788,800 metres,1944,F,1,Gold,NaN,NaN,NaN,NaN
1789,"1,500 metres",1944,M,1,Gold,NaN,NaN,NaN,NaN
1790,"1,500 metres",1944,F,1,Gold,NaN,NaN,NaN,NaN
1791,"5,000 metres",1944,M,1,Gold,NaN,NaN,NaN,NaN
1792,"5,000 metres",1944,F,1,Gold,NaN,NaN,NaN,NaN
1793,"10,000 metres",1944,M,1,Gold,NaN,NaN,NaN,NaN
1794,"10,000 metres",1944,F,1,Gold,NaN,NaN,NaN,NaN
1795,Marathon,1944,M,1,Gold,NaN,NaN,NaN,NaN
1796,Marathon,1944,F,1,Gold,NaN,NaN,NaN,NaN
1797,Long Jump,1944,M,1,Gold,NaN,NaN,NaN,NaN
1798,Long Jump,1944,F,1,Gold,NaN,NaN,NaN,NaN
1799,Triple Jump,1944,M,1,Gold,NaN,NaN,NaN,NaN
1800,Triple Jump,1944,F,1,Gold,NaN,NaN,NaN,NaN
1801,Shot Put,1944,M,1,Gold,NaN,NaN,NaN,NaN
1802,Shot Put,1944,F,1,Gold,NaN,NaN,NaN,NaN
1803,Discus Throw,1944,M,1,Gold,NaN,NaN,NaN,NaN
1804,Discus Throw,1944,F,1,Gold,NaN,NaN,NaN,NaN
1805,Hammer Throw,1944,M,1,Gold,NaN,NaN,NaN,NaN
1806,Hammer Throw,1944,F,1,Gold,NaN,NaN,NaN,NaN
1807,Javelin Throw,1944,M,1,Gold,NaN,NaN,NaN,NaN
1808,Javelin Throw,1944,F,1,Gold,NaN,NaN,NaN,NaN
